(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(主要是现任体育总局局长，是个混官场的人，想搞政绩就强行改革，同时刘国梁是以前蔡振华的蔡系的人，他上任就大洗牌，没想到运动员和教练反应这么强烈。,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(总教练是副厅级，副主席是正处级，明升暗降！刘国梁妨碍了某些人升官发财了！,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(最后一集是刘国梁被升乒协副主席 多名球员罢赛吧！,(刘国梁,2017-06-26),1)
(人民日报下属的一个微信公众号发的刘国梁的支持贴，几个小时就被删了,(刘国梁,2017-06-26),1)
(“废”刘国梁才是最大的违规！如果有关方面继续采权有意激化矛盾的举措，后果可能是严重的，甚至会毁了整个国乒！将给整个国家体育事业带来巨大的损失，并可能引越民愤，影响国家稳定的大好局面！我想中央高层和习大大也是不愿看到此种结局的。,(刘国梁,2017-06-26),1)
(“废”刘国梁才是最大的违规！如果有关方面继续采权有意激化矛盾的举措，后果可能是严重的，甚至会毁了整个国乒！将给整个国家体育事业带来巨大的损失，并可能引越民愤，影响国家稳定的大好局面！我想中央高层和习大大也是不愿看到此种结局的。,(刘国梁,2017-06-26),1)
(“废”刘国梁才是最大的违规！如果有关方面继续采权有意激化矛盾的举措，后果可能是严重的，甚至会毁了整个国乒！将给整个国家体育事业带来巨大的损失，并可能引越民愤，影响国家稳定的大好局面！我想中央高层和习大大也是不愿看到此种结局的。,(刘国梁,2017-06-26),1)
(这篇怎么不删啦？见刘国梁你们就删嘛！阿你陀佛！,(刘国梁,2017-06-26),1)
(依！这篇又漏网了？有点不尽职呀，不负责任呀，那错误比刘国梁还大哟！为什么不让你自己下课呀？,(刘国梁,2017-06-26),1)
(不管球员的做法是否妥当，但从罢赛声援的举动足可见刘国梁的人格魅力！认真听了刘国梁近20分钟的训话，可以得出结论：一个好的教练不仅是技战术的传授者，更是优秀的思想工作者。竞技体育中，胜负固然重要，但传统的传承、精神的力量任何时候都不能丢。作为一个普通球迷，真心希望这次波折能够圆满收场，希望国乒能够尽快摆脱影响，重整行装，精诚团结，再创辉煌！,(刘国梁,2017-06-26),1)
(当年岳飞被赐死于风波亭，金人举国欢庆！以岳飞的个人号召力，让部队罢工易如反掌，这些他都预料到的，所以死前仍严令其旧部坚守前线，金国不久就与南宋和议，就是因为南宋的军事实力仍然很强大。 敢问刘国梁现在一声不吭在干嘛？,(刘国梁,2017-06-26),1)
(当年岳飞被赐死于风波亭，金人举国欢庆！以岳飞的个人号召力，让部队罢工易如反掌，这些他都预料到的，所以死前仍严令其旧部坚守前线，金国不久就与南宋和议，就是因为南宋的军事实力仍然很强大。 敢问刘国梁现在在干嘛？,(刘国梁,2017-06-26),1)
(兴生，你不关注政事。 正是因为刘国梁被无辜免职，中国乒乓球男队包括教练，全部罢赛！ 民间一片赞扬声，遗憾的是官方说了，要严肃处理，笑话！你怎么严肃处理？我不打球了，我不和你玩了，你奈我何？？！！,(刘国梁,2017-06-26),1)
(来龙去脉以及刘国梁其人，这是不应该删除的文章！如果想了解事件的朋友们快看过来，否则可能又要被删除。  真是奇了怪了，说明事件真相的文章，既不反党，又不贪腐，也不败国。怎么要删除呢？！我百度了一下新上任的体育总局局长，才知道是他在瞎折腾！真该罢免的是这位新局长！国人雄起，请他下台，以谢国人！！,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(高峰，朋友圈里不宜传播政治性东西，把刘国梁那个删除吧,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(支持国乒，支持刘国梁，希望中纪委介入体高总局,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁 说  忘记我,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(赞  【 在 marong 的大作中提到: 】 :  : 刘国梁：所有的胜利都是价值观的胜利  : 2017-06-25 鲁瑾 符克晨  : 点媡击上方蓝字  : 关于爱情 关于事业 关于家庭,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(这次网上这么声援刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
(刘国梁,(刘国梁,2017-06-26),1)
